0,22.67,22.58,22.06,22.09
1,22.67,22.37,22.06,22.09
2,22.36,22.16,21.96,21.67
3,22.67,22.58,21.96,22.09
4,22.67,22.37,22.06,21.77
5,22.67,22.69,22.17,22.09
6,22.67,22.69,22.17,21.77
7,22.67,22.16,22.17,21.77
8,22.36,22.69,22.17,21.88
9,22.67,22.16,22.27,21.98
10,22.67,22.69,22.17,22.41
11,22.67,22.69,21.75,22.41
12,22.46,22.69,22.27,21.98
13,22.78,22.69,22.27,22.41
14,22.57,22.69,22.27,22.51
15,22.36,22.58,22.27,21.88
16,22.78,22.37,21.96,22.51
17,22.89,22.58,22.38,22.62
18,22.89,22.48,22.38,22.51
19,22.89,22.58,22.38,22.62
20,22.67,22.58,22.38,22.41
21,22.67,22.48,22.48,22.72
22,22.36,22.27,22.48,22.83
23,22.78,22.48,22.69,22.83
24,22.67,22.48,22.69,22.94
25,22.78,22.16,22.80,22.62
26,22.46,22.48,22.69,22.94
27,22.57,22.48,23.01,22.83
28,22.46,22.48,23.01,23.26
29,22.67,22.48,23.01,23.15
30,22.67,22.16,22.80,23.15
31,22.67,22.16,23.11,23.15
32,22.15,22.48,23.11,23.26
33,22.67,22.48,23.11,23.26
34,22.36,22.37,23.11,23.15
35,22.67,22.37,23.11,23.15
36,22.67,21.95,23.11,23.15
37,22.67,22.37,23.01,23.15
38,22.57,22.48,23.01,23.15
39,22.57,22.48,23.11,23.15
40,22.57,22.58,23.11,23.15
41,23.63,22.58,23.01,23.04
42,24.48,22.58,23.11,22.94
43,25.23,22.58,23.01,23.04
44,26.97,22.48,23.01,22.94
45,28.53,22.58,23.01,22.83
46,30.12,22.58,23.01,22.72
47,31.86,22.58,23.01,22.83
48,34.01,22.58,22.90,22.83
49,35.61,22.48,22.90,22.72
50,37.51,22.37,22.48,22.72
51,38.94,22.16,22.80,22.51
52,40.01,22.27,22.80,22.72
53,40.96,22.58,22.48,22.62
54,41.93,22.69,22.48,22.62
55,42.91,22.79,22.59,22.62
56,43.92,22.58,22.69,22.62
57,44.35,22.58,22.59,22.51
58,45.09,22.79,22.59,22.51
59,45.69,22.58,22.27,22.41
60,46.14,22.90,22.48,22.19
61,45.69,22.90,22.48,22.41
62,46.75,22.90,22.38,21.88
63,46.60,23.11,22.38,22.30
64,47.37,23.32,22.48,22.19
65,47.68,23.32,21.96,22.30
66,48.47,23.64,22.17,22.30
67,48.95,23.96,22.48,21.98
68,49.44,23.75,22.27,22.30
69,50.09,24.07,22.59,22.41
70,50.59,24.28,22.48,22.41
71,50.92,24.39,22.59,22.19
72,51.26,24.49,22.06,22.41
73,51.43,24.39,22.59,22.19
74,51.60,24.39,22.48,22.30
75,51.77,25.25,21.96,22.30
76,51.94,25.46,22.48,22.19
77,52.28,25.79,22.48,22.30
78,52.63,25.68,22.59,22.19
79,53.16,26.12,22.17,22.30
80,53.51,26.56,22.69,22.30
81,53.87,26.78,22.80,22.41
82,54.41,26.67,22.80,22.09
83,54.96,26.78,22.38,22.41
84,54.96,26.67,22.69,22.41
85,55.14,26.67,22.80,22.19
86,55.51,26.56,22.38,22.41
87,55.70,26.01,22.69,22.41
88,55.51,26.12,22.69,22.30
89,56.45,26.12,22.69,22.41
90,56.83,26.12,22.69,21.88
91,57.02,26.01,22.69,22.30
92,57.02,26.01,22.48,22.30
93,57.21,26.01,22.80,22.41
94,57.60,26.01,22.80,22.30
95,57.99,26.01,22.80,22.19
96,58.39,26.23,22.69,22.41
97,58.59,26.23,22.80,22.41
98,58.79,26.89,22.80,22.09
99,58.99,27.33,22.80,22.30
100,59.19,27.66,22.80,21.98
101,59.19,27.89,22.90,22.30
102,59.60,28.11,22.90,21.98
103,59.40,27.77,22.90,22.41
104,59.60,28.00,22.90,22.41
105,58.99,28.00,23.11,22.41
106,59.40,28.00,23.33,22.51
107,58.39,28.67,23.43,22.62
108,59.40,28.78,23.54,22.19
109,59.40,29.01,23.64,22.62
110,59.40,29.24,23.54,22.62
111,59.40,29.47,23.64,22.51
112,59.60,29.69,23.64,22.62
113,60.01,29.69,23.64,22.62
114,60.22,29.92,23.86,22.62
115,60.42,30.15,23.96,22.62
116,60.42,30.85,23.96,22.62
117,60.42,31.08,24.07,22.62
118,59.60,31.20,24.07,22.62
119,60.42,30.85,23.64,22.62
120,60.63,30.27,23.96,22.62
121,60.84,30.04,23.86,22.41
122,60.22,29.58,23.96,22.51
123,61.27,29.92,23.86,22.19
124,61.48,30.15,23.64,21.77
125,61.27,29.92,23.96,22.62
126,61.91,30.38,23.96,22.51
127,61.27,30.73,24.50,22.62
128,61.91,31.31,24.29,22.72
129,61.91,31.55,24.61,22.62
130,61.91,31.67,24.61,22.62
131,61.91,31.67,24.61,22.62
132,62.12,31.55,24.39,22.62
133,62.12,31.08,24.50,22.62
134,61.91,31.67,24.39,22.51
135,62.34,31.31,24.39,22.51
136,62.34,31.31,23.96,22.51
137,62.56,31.55,24.07,22.51
138,62.34,31.55,23.86,22.51
139,62.34,31.55,23.86,22.51
140,62.34,31.31,24.29,22.30
141,62.12,31.20,24.29,22.51
142,62.34,31.43,24.29,22.51
143,62.12,31.20,24.07,22.51
144,62.56,30.85,24.18,22.51
145,62.78,30.50,24.07,22.41
146,62.78,30.27,23.75,22.30
147,63.00,29.92,23.96,22.41
148,63.00,29.47,23.75,22.30
149,63.00,29.35,23.75,22.30
150,63.00,28.78,23.75,22.30
151,62.78,29.12,23.75,22.19
152,63.00,28.78,23.33,22.19
153,61.91,28.67,23.75,21.88
154,62.78,29.01,23.75,22.19
155,63.22,29.24,23.75,22.09
156,63.22,29.01,23.54,22.30
157,63.00,29.12,23.86,22.09
158,63.00,29.92,23.75,22.51
159,63.00,30.15,24.18,22.51
160,62.12,30.38,24.29,22.41
161,62.56,30.27,24.50,22.62
162,62.78,31.08,24.82,22.72
163,62.56,31.43,25.15,22.62
164,62.56,32.14,25.36,22.62
165,61.91,32.38,25.58,22.94
